idx	oid	para	db_token	pdf_token	status	file	context
611	17080	9	6	5	RENDERED	611_17080_p9_6-vs-5.png	... Section 50-24,1-24([6->5]), N.D.C.C., governs a pr...
612	17093	13	1866	1865	RENDERED	612_17093_p13_1866-vs-1865.png	... Territory Civil Code of [1866->1865]. Werlinger v. Mutual Ser...
613	17093	13	63	53	RENDERED	613_17093_p13_63-vs-53.png	..., S.D. Codified Laws. §. [63->53]-9-11 (allowing non-compe...
614	17093	13	861	851	RENDERED	614_17093_p13_861-vs-851.png	... Center, 479 N.W.2d 848, [861->851]-62 (N.D. 1992) (restrict...
615	17104	4	6	5	RENDERED	615_17104_p4_6-vs-5.png	...ned in his brief. On May [6->5], 2017, the district cour...
616	17105	10	8	3	RENDERED	616_17105_p10_8-vs-3.png	...ation was determined. [8->3]. Mr. Betz, acting as a s...
617	17281	17	1	7	RENDERED	617_17281_p17_1-vs-7.png	...cEvers Jon J. Jensen [1->7] The original partnershi...
618	17530	11	1982	1984	RENDERED	618_17530_p11_1982-vs-1984.png	"...W.2d 84 , 88 n.4 (N.D. [1982->1984]). ""If juror misconduct i..."
619	17803	25	266	366	RENDERED	619_17803_p25_266-vs-366.png	...and v. Pringle, 540 U.S. [266->366] (2003) as dispositive, ...
620	18137	19	1	3	RENDERED	620_18137_p19_1-vs-3.png	...lated in Calder v. Bull, [1->3] U.S. 269 , 273 (1798)). ...
